"latitude","longitude","generationtime_ms","utc_offset_seconds","timezone","timezone_abbreviation","elevation","hourly_units__time","hourly_units__temperature_2m","hourly_units__relative_humidity_2m","hourly_units__windspeed_10m","hourly_units__windgusts_10m","hourly_units__pressure_msl","hourly_units__weathercode","hourly__time","hourly__temperature_2m","hourly__relative_humidity_2m","hourly__windspeed_10m","hourly__windgusts_10m","hourly__pressure_msl","hourly__weathercode"
"","","","","","","","","","","","","","","2024-03-13T19:00","23.7","44","10.1","15.8","1013.6","0"
"","","","","","","","","","","","","","","2024-03-13T20:00","22.8","50","8.9","16.2","1013.2","0"
"","","","","","","","","","","","","","","2024-03-13T21:00","21.8","58","8.9","14.0","1012.7","0"
"","","","","","","","","","","","","","","2024-03-13T22:00","21.2","66","10.5","16.2","1012.6","0"
"","","","","","","","","","","","","","","2024-03-13T23:00","20.9","70","12.8","20.5","1012.6","0"
"","","","","","","","","","","","","","","2024-03-14T00:00","20.4","73","12.0","20.9","1012.8","0"
"","","","","","","","","","","","","","","2024-03-14T01:00","21.2","68","10.9","21.6","1013.8","0"
"","","","","","","","","","","","","","","2024-03-14T02:00","21.5","62","11.7","18.0","1014.7","0"
"","","","","","","","","","","","","","","2024-03-14T03:00","23.8","49","11.7","22.0","1015.6","0"
"","","","","","","","","","","","","","","2024-03-14T04:00","26.5","37","12.0","25.6","1016.0","0"
"","","","","","","","","","","","","","","2024-03-14T05:00","29.3","29","11.8","27.0","1015.9","0"
"","","","","","","","","","","","","","","2024-03-14T06:00","31.2","23","8.4","27.0","1015.1","0"
"","","","","","","","","","","","","","","2024-03-14T07:00","32.1","21","4.9","23.0","1014.2","0"
"","","","","","","","","","","","","","","2024-03-14T08:00","32.9","19","4.6","19.4","1013.2","0"
"","","","","","","","","","","","","","","2024-03-14T09:00","33.4","19","6.0","20.2","1012.1","0"
"","","","","","","","","","","","","","","2024-03-14T10:00","33.5","18","7.0","20.9","1011.0","0"
"","","","","","","","","","","","","","","2024-03-14T11:00","33.2","18","6.9","20.5","1010.3","0"
"","","","","","","","","","","","","","","2024-03-14T12:00","32.5","18","8.2","18.4","1010.3","0"
"","","","","","","","","","","","","","","2024-03-14T13:00","30.2","23","10.1","18.0","1011.7","0"
"","","","","","","","","","","","","","","2024-03-14T14:00","28.2","25","11.2","19.1","1012.1","0"
"","","","","","","","","","","","","","","2024-03-14T15:00","26.3","28","7.5","17.6","1012.7","0"
"","","","","","","","","","","","","","","2024-03-14T16:00","24.2","32","6.8","11.9","1013.2","0"
"","","","","","","","","","","","","","","2024-03-14T17:00","22.9","36","8.9","11.2","1013.5","0"
"","","","","","","","","","","","","","","2024-03-14T18:00","22.2","37","10.4","12.2","1012.9","0"
"","","","","","","","","","","","","","","2024-03-14T19:00","22.4","34","8.0","12.2","1012.3","0"
"","","","","","","","","","","","","","","2024-03-14T20:00","21.9","35","9.8","14.8","1011.9","0"
"","","","","","","","","","","","","","","2024-03-14T21:00","21.3","37","10.8","19.1","1011.2","0"
"","","","","","","","","","","","","","","2024-03-14T22:00","18.9","45","9.6","17.3","1010.9","0"
"","","","","","","","","","","","","","","2024-03-14T23:00","20.0","42","4.1","11.2","1011.0","0"
"","","","","","","","","","","","","","","2024-03-15T00:00","18.0","49","4.0","4.7","1011.3","0"
"","","","","","","","","","","","","","","2024-03-15T01:00","18.6","47","7.0","13.0","1012.2","0"
"","","","","","","","","","","","","","","2024-03-15T02:00","19.2","46","9.2","13.0","1013.1","0"
"","","","","","","","","","","","","","","2024-03-15T03:00","22.4","38","6.6","16.2","1014.0","0"
"","","","","","","","","","","","","","","2024-03-15T04:00","25.8","30","7.1","18.4","1014.7","0"
"","","","","","","","","","","","","","","2024-03-15T05:00","28.4","26","5.3","19.1","1014.3","0"
"","","","","","","","","","","","","","","2024-03-15T06:00","30.7","22","2.4","18.0","1013.6","0"
"","","","","","","","","","","","","","","2024-03-15T07:00","32.5","20","1.8","15.8","1012.5","0"
"","","","","","","","","","","","","","","2024-03-15T08:00","33.4","18","2.3","15.8","1011.3","0"
"","","","","","","","","","","","","","","2024-03-15T09:00","33.9","18","2.9","16.2","1010.4","0"
"","","","","","","","","","","","","","","2024-03-15T10:00","34.1","17","2.8","16.2","1009.5","0"
"","","","","","","","","","","","","","","2024-03-15T11:00","34.0","17","4.5","15.1","1009.1","0"
"","","","","","","","","","","","","","","2024-03-15T12:00","33.5","17","6.0","15.1","1009.9","0"
"","","","","","","","","","","","","","","2024-03-15T13:00","30.8","24","5.0","10.4","1010.7","0"
"","","","","","","","","","","","","","","2024-03-15T14:00","29.4","24","5.6","7.2","1011.1","0"
"","","","","","","","","","","","","","","2024-03-15T15:00","28.2","25","6.2","6.8","1011.6","0"
"","","","","","","","","","","","","","","2024-03-15T16:00","27.6","26","3.1","6.8","1012.2","0"
"","","","","","","","","","","","","","","2024-03-15T17:00","27.1","27","1.6","4.0","1012.5","0"
"","","","","","","","","","","","","","","2024-03-15T18:00","28.1","24","5.1","6.5","1012.2","0"
"","","","","","","","","","","","","","","2024-03-15T19:00","24.8","31","3.5","5.8","1011.9","0"
"","","","","","","","","","","","","","","2024-03-15T20:00","21.5","41","6.1","7.6","1011.6","0"
"","","","","","","","","","","","","","","2024-03-15T21:00","21.0","43","8.6","7.6","1010.9","0"
"","","","","","","","","","","","","","","2024-03-15T22:00","20.5","44","3.7","12.6","1011.0","0"
"","","","","","","","","","","","","","","2024-03-15T23:00","19.8","46","7.6","14.0","1011.1","0"
"","","","","","","","","","","","","","","2024-03-16T00:00","19.3","48","8.5","13.0","1011.4","0"
"","","","","","","","","","","","","","","2024-03-16T01:00","20.2","51","10.4","16.6","1012.4","0"
"","","","","","","","","","","","","","","2024-03-16T02:00","21.4","48","11.8","18.0","1013.5","0"
"","","","","","","","","","","","","","","2024-03-16T03:00","24.4","41","12.4","22.7","1014.3","0"
"","","","","","","","","","","","","","","2024-03-16T04:00","27.7","33","16.0","30.2","1014.7","0"
"","","","","","","","","","","","","","","2024-03-16T05:00","30.3","28","16.3","33.1","1014.7","0"
"","","","","","","","","","","","","","","2024-03-16T06:00","32.5","24","13.6","32.8","1014.0","0"
"","","","","","","","","","","","","","","2024-03-16T07:00","34.2","19","10.6","30.2","1013.0","0"
"","","","","","","","","","","","","","","2024-03-16T08:00","34.8","17","9.2","25.9","1011.8","0"
"","","","","","","","","","","","","","","2024-03-16T09:00","35.1","17","8.2","24.5","1010.6","0"
"","","","","","","","","","","","","","","2024-03-16T10:00","35.0","17","7.4","22.7","1009.7","0"
"","","","","","","","","","","","","","","2024-03-16T11:00","34.6","17","7.3","20.5","1009.5","0"
"","","","","","","","","","","","","","","2024-03-16T12:00","34.1","17","6.4","18.7","1009.9","0"
"","","","","","","","","","","","","","","2024-03-16T13:00","30.9","27","7.1","15.1","1010.5","0"
"","","","","","","","","","","","","","","2024-03-16T14:00","28.5","28","8.4","9.0","1011.0","0"
"","","","","","","","","","","","","","","2024-03-16T15:00","26.5","31","11.4","12.6","1011.7","0"
"","","","","","","","","","","","","","","2024-03-16T16:00","28.9","25","7.7","13.0","1012.2","0"
"","","","","","","","","","","","","","","2024-03-16T17:00","25.7","31","8.3","12.2","1012.5","0"
"","","","","","","","","","","","","","","2024-03-16T18:00","24.7","34","8.6","15.5","1012.1","0"
"","","","","","","","","","","","","","","2024-03-16T19:00","23.5","36","10.8","15.8","1011.8","0"
"","","","","","","","","","","","","","","2024-03-16T20:00","22.9","37","9.7","21.6","1011.6","0"
"","","","","","","","","","","","","","","2024-03-16T21:00","21.6","39","7.9","15.1","1011.1","0"
"","","","","","","","","","","","","","","2024-03-16T22:00","21.8","37","10.5","16.6","1011.1","0"
"","","","","","","","","","","","","","","2024-03-16T23:00","21.9","38","12.0","19.4","1011.5","0"
"","","","","","","","","","","","","","","2024-03-17T00:00","21.7","40","13.0","20.9","1011.8","0"
"","","","","","","","","","","","","","","2024-03-17T01:00","23.0","39","16.0","25.9","1012.6","0"
"","","","","","","","","","","","","","","2024-03-17T02:00","23.3","38","15.3","26.3","1013.3","0"
"","","","","","","","","","","","","","","2024-03-17T03:00","25.7","34","15.0","26.3","1014.0","0"
"","","","","","","","","","","","","","","2024-03-17T04:00","28.6","27","18.7","34.2","1014.6","0"
"","","","","","","","","","","","","","","2024-03-17T05:00","31.1","23","20.4","39.2","1014.4","0"
"","","","","","","","","","","","","","","2024-03-17T06:00","32.8","22","17.7","39.2","1013.5","0"
"","","","","","","","","","","","","","","2024-03-17T07:00","34.2","20","14.2","36.0","1012.7","0"
"","","","","","","","","","","","","","","2024-03-17T08:00","35.2","18","10.9","31.0","1011.3","0"
"","","","","","","","","","","","","","","2024-03-17T09:00","35.7","17","7.9","26.6","1010.4","0"
"","","","","","","","","","","","","","","2024-03-17T10:00","35.7","16","6.8","22.0","1009.6","0"
"","","","","","","","","","","","","","","2024-03-17T11:00","35.4","15","6.5","19.4","1009.3","0"
"","","","","","","","","","","","","","","2024-03-17T12:00","34.8","15","5.0","17.3","1009.6","0"
"","","","","","","","","","","","","","","2024-03-17T13:00","32.6","22","5.0","13.0","1010.3","0"
"","","","","","","","","","","","","","","2024-03-17T14:00","29.2","25","8.4","9.4","1010.5","0"
"","","","","","","","","","","","","","","2024-03-17T15:00","31.2","21","1.8","9.4","1011.1","0"
"","","","","","","","","","","","","","","2024-03-17T16:00","27.2","30","11.9","18.0","1012.1","0"
"","","","","","","","","","","","","","","2024-03-17T17:00","25.6","32","9.1","19.1","1012.3","0"
"","","","","","","","","","","","","","","2024-03-17T18:00","25.7","30","11.2","17.6","1012.4","0"
"","","","","","","","","","","","","","","2024-03-17T19:00","24.8","29","11.6","18.4","1012.3","0"
"","","","","","","","","","","","","","","2024-03-17T20:00","24.2","29","11.9","19.4","1011.9","0"
"","","","","","","","","","","","","","","2024-03-17T21:00","23.5","30","12.4","20.2","1012.0","0"
"","","","","","","","","","","","","","","2024-03-17T22:00","23.2","30","12.6","20.5","1011.7","0"
"","","","","","","","","","","","","","","2024-03-17T23:00","22.4","31","11.1","20.2","1011.6","0"
"","","","","","","","","","","","","","","2024-03-18T00:00","21.6","34","10.0","17.6","1011.9","0"
"","","","","","","","","","","","","","","2024-03-18T01:00","22.4","35","12.5","20.2","1012.4","0"
"","","","","","","","","","","","","","","2024-03-18T02:00","22.8","36","13.2","20.9","1013.1","0"
"","","","","","","","","","","","","","","2024-03-18T03:00","25.2","33","11.5","22.0","1013.9","0"
"","","","","","","","","","","","","","","2024-03-18T04:00","28.2","29","10.7","23.8","1014.6","0"
"","","","","","","","","","","","","","","2024-03-18T05:00","31.0","25","11.2","25.6","1014.5","0"
"","","","","","","","","","","","","","","2024-03-18T06:00","33.1","22","9.7","26.3","1013.6","0"
"","","","","","","","","","","","","","","2024-03-18T07:00","34.5","18","5.5","24.5","1012.7","0"
"","","","","","","","","","","","","","","2024-03-18T08:00","35.4","14","6.0","20.2","1011.3","0"
"","","","","","","","","","","","","","","2024-03-18T09:00","35.9","12","8.9","23.4","1010.2","1"
"","","","","","","","","","","","","","","2024-03-18T10:00","36.1","10","10.4","24.5","1009.0","1"
"","","","","","","","","","","","","","","2024-03-18T11:00","35.9","9","11.5","24.5","1008.6","2"
"","","","","","","","","","","","","","","2024-03-18T12:00","34.9","9","15.0","27.0","1008.8","0"
"","","","","","","","","","","","","","","2024-03-18T13:00","31.9","8","9.8","27.0","1010.2","0"
"","","","","","","","","","","","","","","2024-03-18T14:00","29.0","10","10.2","16.2","1010.9","0"
"","","","","","","","","","","","","","","2024-03-18T15:00","27.2","12","8.6","16.2","1011.7","0"
"","","","","","","","","","","","","","","2024-03-18T16:00","26.3","14","10.6","15.5","1012.5","0"
"","","","","","","","","","","","","","","2024-03-18T17:00","26.4","15","15.5","24.8","1012.9","0"
"","","","","","","","","","","","","","","2024-03-18T18:00","25.1","17","11.5","24.8","1012.8","0"
"","","","","","","","","","","","","","","2024-03-18T19:00","23.7","20","9.7","18.4","1012.4","0"
"","","","","","","","","","","","","","","2024-03-18T20:00","22.6","22","9.7","15.8","1012.1","0"
"","","","","","","","","","","","","","","2024-03-18T21:00","21.1","24","7.4","15.1","1011.5","0"
"","","","","","","","","","","","","","","2024-03-18T22:00","20.3","26","7.8","11.5","1011.0","0"
"","","","","","","","","","","","","","","2024-03-18T23:00","20.2","27","8.0","11.9","1011.2","0"
"","","","","","","","","","","","","","","2024-03-19T00:00","19.8","28","8.2","12.2","1011.5","0"
"","","","","","","","","","","","","","","2024-03-19T01:00","20.9","31","9.9","16.9","1012.8","0"
"","","","","","","","","","","","","","","2024-03-19T02:00","21.5","31","9.7","15.8","1013.7","0"
"","","","","","","","","","","","","","","2024-03-19T03:00","24.9","27","9.9","18.7","1014.5","1"
"","","","","","","","","","","","","","","2024-03-19T04:00","29.0","22","9.5","21.2","1015.1","0"
"","","","","","","","","","","","","","","2024-03-19T05:00","32.0","18","10.9","25.2","1015.0","0"
"","","","","","","","","","","","","","","2024-03-19T06:00","34.4","15","10.7","25.9","1014.1","0"
"","","","","","","","","","","","","","","2024-03-19T07:00","35.8","12","8.8","25.9","1013.1","0"
"","","","","","","","","","","","","","","2024-03-19T08:00","36.5","11","10.2","25.9","1011.7","0"
"","","","","","","","","","","","","","","2024-03-19T09:00","36.9","11","9.7","25.9","1010.7","0"
"","","","","","","","","","","","","","","2024-03-19T10:00","36.9","11","10.0","24.5","1009.7","0"
"","","","","","","","","","","","","","","2024-03-19T11:00","36.5","11","11.5","24.5","1009.3","0"
"","","","","","","","","","","","","","","2024-03-19T12:00","35.6","11","15.1","27.4","1009.7","0"
"","","","","","","","","","","","","","","2024-03-19T13:00","32.6","13","9.0","18.7","1010.5","0"
"","","","","","","","","","","","","","","2024-03-19T14:00","30.2","15","11.9","19.1","1011.4","0"
"","","","","","","","","","","","","","","2024-03-19T15:00","29.1","16","13.0","20.5","1012.1","0"
"","","","","","","","","","","","","","","2024-03-19T16:00","28.5","16","13.8","22.7","1012.6","1"
"","","","","","","","","","","","","","","2024-03-19T17:00","28.0","17","11.9","22.7","1012.8","0"
"","","","","","","","","","","","","","","2024-03-19T18:00","26.4","19","8.8","19.1","1012.4","1"
"","","","","","","","","","","","","","","2024-03-19T19:00","25.2","21","8.4","13.3","1011.6","0"
"","","","","","","","","","","","","","","2024-03-19T20:00","24.4","23","9.7","15.1","1011.3","1"
"","","","","","","","","","","","","","","2024-03-19T21:00","25.8","20","1.1","14.4","1011.0","0"
"","","","","","","","","","","","","","","2024-03-19T22:00","21.7","27","8.2","10.4","1011.2","0"
"","","","","","","","","","","","","","","2024-03-19T23:00","21.0","29","10.3","11.9","1011.4","0"
"","","","","","","","","","","","","","","2024-03-20T00:00","21.1","30","9.4","11.9","1011.6","2"
"","","","","","","","","","","","","","","2024-03-20T01:00","21.8","37","8.0","11.2","1012.2","0"
"","","","","","","","","","","","","","","2024-03-20T02:00","22.6","46","6.9","9.0","1013.0","0"
"","","","","","","","","","","","","","","2024-03-20T03:00","26.0","29","2.5","10.4","1013.7","0"
"","","","","","","","","","","","","","","2024-03-20T04:00","28.8","25","1.6","11.5","1014.3","0"
"","","","","","","","","","","","","","","2024-03-20T05:00","31.5","21","3.1","15.1","1014.0","0"
"","","","","","","","","","","","","","","2024-03-20T06:00","34.0","19","5.2","18.4","1013.2","0"
"","","","","","","","","","","","","","","2024-03-20T07:00","36.4","15","7.0","21.2","1012.0","0"
"","","","","","","","","","","","","","","2024-03-20T08:00","37.8","11","11.9","28.1","1010.6","0"
"","","","","","","","","","","","","","","2024-03-20T09:00","38.2","11","11.5","27.7","1009.4","0"
"","","","","","","","","","","","","","","2024-03-20T10:00","38.2","10","12.5","27.4","1008.5","0"
"","","","","","","","","","","","","","","2024-03-20T11:00","37.7","10","13.5","27.7","1008.2","0"
"","","","","","","","","","","","","","","2024-03-20T12:00","36.9","10","13.0","27.4","1008.5","0"
"","","","","","","","","","","","","","","2024-03-20T13:00","33.7","14","6.9","19.4","1009.1","0"
"","","","","","","","","","","","","","","2024-03-20T14:00","30.5","17","7.3","11.5","1009.7","0"
"","","","","","","","","","","","","","","2024-03-20T15:00","29.0","20","7.4","11.5","1010.2","1"
"","","","","","","","","","","","","","","2024-03-20T16:00","26.8","25","8.7","11.5","1010.9","2"
"","","","","","","","","","","","","","","2024-03-20T17:00","26.1","27","7.0","11.2","1011.4","2"
"","","","","","","","","","","","","","","2024-03-20T18:00","24.6","29","6.8","11.9","1011.3","2"
"","","","","","","","","","","","","","","2024-03-20T19:00","24.8","26","7.6","16.2","1011.1","1"
"","","","","","","","","","","","","","","2024-03-20T20:00","23.0","31","10.9","12.6","1010.8","0"
"","","","","","","","","","","","","","","2024-03-20T21:00","22.6","30","9.2","12.6","1010.4","3"
"","","","","","","","","","","","","","","2024-03-20T22:00","22.8","27","7.6","11.9","1009.9","3"
"","","","","","","","","","","","","","","2024-03-20T23:00","23.2","24","10.0","15.8","1009.6","1"
"","","","","","","","","","","","","","","2024-03-21T00:00","22.2","29","9.9","16.6","1010.0","0"
"","","","","","","","","","","","","","","2024-03-21T01:00","22.4","29","8.9","14.4","1010.5","3"
"","","","","","","","","","","","","","","2024-03-21T02:00","23.0","34","11.3","17.3","1011.2","3"
"","","","","","","","","","","","","","","2024-03-21T03:00","25.9","32","8.9","18.7","1011.9","3"
"","","","","","","","","","","","","","","2024-03-21T04:00","29.0","28","7.0","19.1","1012.2","2"
"","","","","","","","","","","","","","","2024-03-21T05:00","32.3","22","5.5","18.4","1012.0","3"
"","","","","","","","","","","","","","","2024-03-21T06:00","35.0","18","2.9","18.4","1011.2","3"
"","","","","","","","","","","","","","","2024-03-21T07:00","36.7","14","0.7","15.8","1010.2","3"
"","","","","","","","","","","","","","","2024-03-21T08:00","37.5","11","2.3","15.1","1009.0","3"
"","","","","","","","","","","","","","","2024-03-21T09:00","37.9","11","3.2","16.6","1007.8","3"
"","","","","","","","","","","","","","","2024-03-21T10:00","37.8","10","4.0","16.2","1007.0","3"
"","","","","","","","","","","","","","","2024-03-21T11:00","37.6","10","4.1","15.5","1006.6","3"
"","","","","","","","","","","","","","","2024-03-21T12:00","36.6","11","4.7","13.3","1006.7","3"
"","","","","","","","","","","","","","","2024-03-21T13:00","34.3","13","7.2","15.1","1007.9","3"
"","","","","","","","","","","","","","","2024-03-21T14:00","31.3","16","6.9","11.9","1008.6","1"
"","","","","","","","","","","","","","","2024-03-21T15:00","29.9","17","8.2","12.6","1009.1","1"
"","","","","","","","","","","","","","","2024-03-21T16:00","28.4","18","8.1","13.7","1009.9","0"
"","","","","","","","","","","","","","","2024-03-21T17:00","27.1","20","8.5","12.6","1010.0","0"
"","","","","","","","","","","","","","","2024-03-21T18:00","25.2","25","11.3","13.7","1009.6","0"
"","","","","","","","","","","","","","","2024-03-21T19:00","26.8","22","5.9","13.0","1009.3","0"
"","","","","","","","","","","","","","","2024-03-21T20:00","23.9","26","7.6","11.5","1009.3","0"
"","","","","","","","","","","","","","","2024-03-21T21:00","25.3","23","7.2","12.2","1008.6","0"
"","","","","","","","","","","","","","","2024-03-21T22:00","25.2","24","4.0","7.6","1008.3","0"
"","","","","","","","","","","","","","","2024-03-21T23:00","22.1","31","6.8","5.8","1008.3","0"
"","","","","","","","","","","","","","","2024-03-22T00:00","22.7","28","11.1","20.5","1008.9","0"
"","","","","","","","","","","","","","","2024-03-22T01:00","20.5","37","9.4","14.0","1009.0","1"
"","","","","","","","","","","","","","","2024-03-22T02:00","22.3","34","6.9","11.9","1009.7","2"
"","","","","","","","","","","","","","","2024-03-22T03:00","25.7","28","6.8","15.5","1010.7","1"
"","","","","","","","","","","","","","","2024-03-22T04:00","29.7","22","6.6","17.3","1011.2","0"
"","","","","","","","","","","","","","","2024-03-22T05:00","32.9","17","8.0","21.2","1011.2","0"
"","","","","","","","","","","","","","","2024-03-22T06:00","35.1","14","7.9","22.3","1010.4","0"
"","","","","","","","","","","","","","","2024-03-22T07:00","36.6","12","7.4","22.3","1009.6","0"
"","","","","","","","","","","","","","","2024-03-22T08:00","37.5","11","8.2","23.4","1008.3","0"
"","","","","","","","","","","","","","","2024-03-22T09:00","38.1","10","9.5","24.5","1007.1","0"
"","","","","","","","","","","","","","","2024-03-22T10:00","38.2","9","10.5","24.8","1006.3","0"
"","","","","","","","","","","","","","","2024-03-22T11:00","37.9","9","12.0","24.8","1005.9","0"
"","","","","","","","","","","","","","","2024-03-22T12:00","37.0","9","13.0","24.8","1005.9","0"
"","","","","","","","","","","","","","","2024-03-22T13:00","33.0","17","7.4","25.9","1006.4","0"
"","","","","","","","","","","","","","","2024-03-22T14:00","31.4","15","5.7","9.4","1006.7","0"
"","","","","","","","","","","","","","","2024-03-22T15:00","30.0","17","5.6","6.5","1007.0","0"
"","","","","","","","","","","","","","","2024-03-22T16:00","31.1","15","3.7","6.8","1007.9","0"
"","","","","","","","","","","","","","","2024-03-22T17:00","29.0","18","6.1","7.6","1008.5","0"
"","","","","","","","","","","","","","","2024-03-22T18:00","26.0","21","8.4","11.5","1008.8","0"
"","","","","","","","","","","","","","","2024-03-22T19:00","25.7","23","10.7","16.6","1008.8","0"
"","","","","","","","","","","","","","","2024-03-22T20:00","25.7","21","11.3","20.9","1008.5","0"
"","","","","","","","","","","","","","","2024-03-22T21:00","24.3","22","8.6","17.6","1008.1","0"
"","","","","","","","","","","","","","","2024-03-22T22:00","23.3","26","8.1","13.7","1007.9","0"
"","","","","","","","","","","","","","","2024-03-22T23:00","22.5","33","8.3","13.0","1007.9","0"
"","","","","","","","","","","","","","","2024-03-23T00:00","21.9","44","8.1","13.0","1008.4","0"
"","","","","","","","","","","","","","","2024-03-23T01:00","21.8","45","6.7","11.5","1009.0","0"
"","","","","","","","","","","","","","","2024-03-23T02:00","23.2","47","9.3","13.0","1009.9","0"
"","","","","","","","","","","","","","","2024-03-23T03:00","26.5","42","7.6","16.2","1010.7","0"
"","","","","","","","","","","","","","","2024-03-23T04:00","29.3","40","8.7","20.9","1010.9","0"
"","","","","","","","","","","","","","","2024-03-23T05:00","32.0","36","6.8","21.2","1010.9","0"
"","","","","","","","","","","","","","","2024-03-23T06:00","34.4","31","5.1","20.2","1010.2","0"
"","","","","","","","","","","","","","","2024-03-23T07:00","36.4","24","5.5","19.8","1009.5","0"
"","","","","","","","","","","","","","","2024-03-23T08:00","37.8","17","8.1","22.7","1008.1","0"
"","","","","","","","","","","","","","","2024-03-23T09:00","38.5","14","9.8","24.8","1007.0","3"
"","","","","","","","","","","","","","","2024-03-23T10:00","38.4","14","10.0","24.8","1006.2","3"
"","","","","","","","","","","","","","","2024-03-23T11:00","37.8","13","10.3","23.8","1005.8","3"
"","","","","","","","","","","","","","","2024-03-23T12:00","37.3","13","10.2","22.0","1006.0","3"
"","","","","","","","","","","","","","","2024-03-23T13:00","34.4","18","11.2","26.3","1006.9","3"
"","","","","","","","","","","","","","","2024-03-23T14:00","32.2","22","8.2","18.4","1007.6","3"
"","","","","","","","","","","","","","","2024-03-23T15:00","31.0","23","7.6","13.3","1008.2","3"
"","","","","","","","","","","","","","","2024-03-23T16:00","30.4","25","8.4","12.2","1009.0","3"
"","","","","","","","","","","","","","","2024-03-23T17:00","29.1","26","8.9","11.9","1009.4","3"
"","","","","","","","","","","","","","","2024-03-23T18:00","28.1","25","7.2","11.9","1009.5","3"
"","","","","","","","","","","","","","","2024-03-23T19:00","27.9","28","13.7","22.3","1009.8","3"
"","","","","","","","","","","","","","","2024-03-23T20:00","28.3","27","11.5","22.0","1009.3","3"
"","","","","","","","","","","","","","","2024-03-23T21:00","26.7","30","10.8","18.4","1008.8","0"
"","","","","","","","","","","","","","","2024-03-23T22:00","25.6","37","9.0","16.9","1008.4","1"
"","","","","","","","","","","","","","","2024-03-23T23:00","24.9","45","9.0","14.0","1008.2","0"
"","","","","","","","","","","","","","","2024-03-24T00:00","24.2","55","8.8","14.4","1008.4","0"
"","","","","","","","","","","","","","","2024-03-24T01:00","24.3","64","11.3","18.0","1009.2","0"
"","","","","","","","","","","","","","","2024-03-24T02:00","25.1","64","13.4","20.9","1010.4","2"
"","","","","","","","","","","","","","","2024-03-24T03:00","27.1","58","14.8","27.0","1011.4","2"
"","","","","","","","","","","","","","","2024-03-24T04:00","29.4","49","14.2","29.2","1012.3","0"
"","","","","","","","","","","","","","","2024-03-24T05:00","31.9","39","14.3","30.6","1012.4","0"
"","","","","","","","","","","","","","","2024-03-24T06:00","34.2","28","11.5","30.6","1011.7","1"
"","","","","","","","","","","","","","","2024-03-24T07:00","35.8","22","8.5","27.7","1010.9","1"
"","","","","","","","","","","","","","","2024-03-24T08:00","36.8","19","9.5","24.8","1009.8","1"
"","","","","","","","","","","","","","","2024-03-24T09:00","37.2","19","9.4","24.8","1008.5","0"
"","","","","","","","","","","","","","","2024-03-24T10:00","37.3","18","11.5","26.3","1008.1","0"
"","","","","","","","","","","","","","","2024-03-24T11:00","36.8","19","11.5","26.3","1007.8","0"
"","","","","","","","","","","","","","","2024-03-24T12:00","36.0","21","10.8","24.8","1008.0","0"
"","","","","","","","","","","","","","","2024-03-24T13:00","33.5","23","5.6","19.8","1009.2","0"
"","","","","","","","","","","","","","","2024-03-24T14:00","31.1","27","7.0","10.4","1009.7","0"
"","","","","","","","","","","","","","","2024-03-24T15:00","29.7","29","7.2","8.3","1010.3","1"
"","","","","","","","","","","","","","","2024-03-24T16:00","28.6","29","6.7","10.1","1011.0","0"
"","","","","","","","","","","","","","","2024-03-24T17:00","27.3","32","7.0","10.4","1011.4","0"
"","","","","","","","","","","","","","","2024-03-24T18:00","26.4","34","5.5","11.2","1011.4","0"
"","","","","","","","","","","","","","","2024-03-24T19:00","25.5","36","7.7","11.9","1011.4","0"
"","","","","","","","","","","","","","","2024-03-24T20:00","24.5","40","9.8","11.9","1010.9","1"
"","","","","","","","","","","","","","","2024-03-24T21:00","24.9","38","7.6","11.5","1010.6","0"
"","","","","","","","","","","","","","","2024-03-24T22:00","24.1","38","7.7","11.9","1010.4","0"
"","","","","","","","","","","","","","","2024-03-24T23:00","23.5","37","8.3","12.6","1010.4","0"
"","","","","","","","","","","","","","","2024-03-25T00:00","23.1","44","8.4","14.4","1010.6","0"
"","","","","","","","","","","","","","","2024-03-25T01:00","23.6","56","9.7","15.8","1011.8","0"
"","","","","","","","","","","","","","","2024-03-25T02:00","24.5","66","11.6","17.6","1012.6","0"
"","","","","","","","","","","","","","","2024-03-25T03:00","27.3","61","8.9","19.1","1013.4","0"
"","","","","","","","","","","","","","","2024-03-25T04:00","30.3","52","7.6","19.4","1013.6","0"
"","","","","","","","","","","","","","","2024-03-25T05:00","33.1","40","6.6","20.2","1013.4","0"
"","","","","","","","","","","","","","","2024-03-25T06:00","35.4","29","4.9","20.2","1012.8","0"
"","","","","","","","","","","","","","","2024-03-25T07:00","36.8","24","2.5","19.1","1011.9","0"
"","","","","","","","","","","","","","","2024-03-25T08:00","37.8","22","1.1","16.2","1010.6","0"
"","","","","","","","","","","","","","","2024-03-25T09:00","38.4","21","3.1","16.2","1009.5","0"
"","","","","","","","","","","","","","","2024-03-25T10:00","38.8","20","4.6","16.9","1008.5","0"
"","","","","","","","","","","","","","","2024-03-25T11:00","38.8","19","5.6","17.3","1007.9","0"
"","","","","","","","","","","","","","","2024-03-25T12:00","38.2","19","7.2","16.9","1007.8","0"
"","","","","","","","","","","","","","","2024-03-25T13:00","35.1","25","6.5","15.8","1009.6","0"
"","","","","","","","","","","","","","","2024-03-25T14:00","32.8","29","6.6","10.8","1010.0","0"
"","","","","","","","","","","","","","","2024-03-25T15:00","31.2","33","6.5","10.4","1010.3","0"
"","","","","","","","","","","","","","","2024-03-25T16:00","29.8","35","6.4","9.7","1011.0","0"
"","","","","","","","","","","","","","","2024-03-25T17:00","28.3","38","8.2","10.1","1011.5","0"
